period,hour,demand(MWh),air_temp,precipitable_water,humidity
2024-08-05,18,1135.116,30.1,0,66
2024-08-05,19,1127.56,29.1,0,78
2024-08-05,20,1134.631,29.2,0,77
2024-08-05,21,1105.289,28.3,0,88
2024-08-05,22,1039.362,28.3,0,88
2024-08-05,23,967.913,28.1,0,90
2024-08-06,0,895.885,27.4,0,84
2024-08-06,1,821.615,26.9,0,83
2024-08-06,2,769.253,27.5,0,83
2024-08-06,3,728.794,26.5,0,88
2024-08-06,4,706.318,26,0,88
2024-08-06,5,697.165,26.1,0,87
2024-08-06,6,707.029,25.6,0,89
2024-08-06,7,746.804,27.9,0,78
2024-08-06,8,822.596,29.7,0,69
2024-08-06,9,928.688,30.8,0,68
2024-08-06,10,1012.092,29.7,0,79
2024-08-06,11,1058.598,30,0,80
2024-08-06,12,1077.877,29.6,0,80
2024-08-06,13,1082.716,30,0,79
2024-08-06,14,1120.366,29.1,0,83
2024-08-06,15,1107.778,30.1,0,79
2024-08-06,16,1081.37,29.4,0,82
2024-08-06,17,1113.266,29.5,0,81
2024-08-06,18,1140.691,29.2,0,83
2024-08-06,19,1146.637,29.7,0,76
2024-08-06,20,1146.57,28.3,0,84
2024-08-06,21,1114.649,28.7,0,75
2024-08-06,22,1045.667,28.3,0,84
2024-08-06,23,971.825,27.4,0,86
2024-08-07,0,898.769,26.9,0,89
2024-08-07,1,821.338,26.4,0,90
2024-08-07,2,764.287,26.5,0,91
2024-08-07,3,728.385,26.3,0,92
2024-08-07,4,705.476,26.7,0,91
2024-08-07,5,695.445,26.7,0,90
2024-08-07,6,704.939,25.9,0,93
2024-08-07,7,740.841,27.7,0,86
2024-08-07,8,812.964,29.1,0,76
2024-08-07,9,912.556,29.8,0,73
2024-08-07,10,994.908,29.8,0,78
2024-08-07,11,1034.852,30.4,0,75
2024-08-07,12,1041.37,30.9,0,74
2024-08-07,13,1039.96,30.5,0,71
2024-08-07,14,1062.724,30.7,0,72
2024-08-07,15,1072.674,31.5,0,71
2024-08-07,16,1087.069,31.3,0,71
2024-08-07,17,1120.675,31,0,72
2024-08-07,18,1123.817,30.9,0,73
2024-08-07,19,1149.952,30.5,0,71
2024-08-07,20,1149.385,29.4,0,75
2024-08-07,21,1114.789,28.5,0,79
2024-08-07,22,1049.717,28.3,0,80
2024-08-07,23,978.045,27.4,0,84
2024-08-08,0,905.061,27.1,0,85
2024-08-08,1,829.395,27,0,86
2024-08-08,2,773.134,26.6,0,86
2024-08-08,3,736.086,26.9,0,87
2024-08-08,4,710.944,26.5,0,89
2024-08-08,5,701.616,26.1,0,91
2024-08-08,6,711.531,26,0,92
2024-08-08,7,747.7,28.4,0,83
2024-08-08,8,823.298,30.1,0,74
2024-08-08,9,927.818,30.5,0,73
2024-08-08,10,1013.762,31.7,0,68
2024-08-08,11,1056.873,32,0,67
2024-08-08,12,1069.963,34,0,63
2024-08-08,13,1085.011,31.5,0,69
2024-08-08,14,1095.908,31.8,0,70
2024-08-08,15,1090.67,34,0,63
2024-08-08,16,1118.597,33,0,66
2024-08-08,17,1135.493,33.2,0,65
2024-08-08,18,1166.33,30.6,0,74
2024-08-08,19,1162.034,30.5,0,75
2024-08-08,20,1159.659,30,0,78
2024-08-08,21,1124.453,29.3,0,80
2024-08-08,22,1056.334,28.8,0,82
2024-08-08,23,987.209,28.2,0,83
2024-08-09,0,908.467,27.6,0,84
2024-08-09,1,829.394,27.3,0,81
2024-08-09,2,773.536,27.5,0,83
2024-08-09,3,736.146,27.7,0,80
2024-08-09,4,713.186,27,0,86
2024-08-09,5,703.067,27.1,0,86
2024-08-09,6,714.759,27.2,0,83
2024-08-09,7,748.114,28.5,0,79
2024-08-09,8,823.875,30.4,0,72
2024-08-09,9,925.992,30.8,0,68
2024-08-09,10,1007.275,31.2,0,66
2024-08-09,11,1049.093,31.6,0,66
2024-08-09,12,1064.114,33.5,0,59
2024-08-09,13,1069.475,33.2,0,62
2024-08-09,14,1094.337,35.1,0,58
2024-08-09,15,1098.686,33.8,0,59
2024-08-09,16,1112.064,32.6,0,63
2024-08-09,17,1136.254,31.6,0,66
2024-08-09,18,1153.083,31.8,0,66
2024-08-09,19,1145.242,30.6,0,71
2024-08-09,20,1141.066,30.1,0,75
2024-08-09,21,1107.449,29.2,0,78
2024-08-09,22,1043.585,27.7,0,85
2024-08-09,23,975.831,27.5,0,86
2024-08-10,0,909.979,27.3,0,86
2024-08-10,1,833.154,27.3,0,83
2024-08-10,2,778.086,27.2,0,82
2024-08-10,3,737.962,26.8,0,84
2024-08-10,4,711.869,26.6,0,87
2024-08-10,5,699.644,26.7,0,85
2024-08-10,6,704.126,26.5,0,87
2024-08-10,7,726.635,28.3,0,82
2024-08-10,8,776.078,29.7,0,72
2024-08-10,9,849.444,30.6,0,69
2024-08-10,10,921.071,30.7,0,72
2024-08-10,11,971.613,31.1,0,69
2024-08-10,12,995.307,31.7,0,69
2024-08-10,13,1008.96,31.3,0,67
2024-08-10,14,1034.351,31.5,0,65
2024-08-10,15,1031.925,31.2,0,69
2024-08-10,16,1023.819,33.2,0,62
2024-08-10,17,1045.233,32.4,0,64
2024-08-10,18,1080.384,31.4,0,69
2024-08-10,19,1090.623,30.6,0,70
2024-08-10,20,1091.4,30.3,0,72
2024-08-10,21,1062.453,29.2,0,76
2024-08-10,22,1006.148,28.4,0,81
2024-08-10,23,945.862,27.4,0,84
2024-08-11,0,882.958,27.9,0,78
2024-08-11,1,815.792,27.6,0,77
2024-08-11,2,763.048,27.3,0,82
2024-08-11,3,725.513,26.9,0,81
2024-08-11,4,700.324,26.7,0,79
2024-08-11,5,688.39,26.9,0,79
2024-08-11,6,693.539,26.7,0,82
2024-08-11,7,713.619,28.8,0,75
2024-08-11,8,751.877,30.7,0,63
2024-08-11,9,808.333,31.5,0,63
2024-08-11,10,872.296,32,0,62
2024-08-11,11,923.791,31.9,0,61
2024-08-11,12,947.578,32.6,0,59
2024-08-11,13,968.719,31.5,0,68
2024-08-11,14,987.335,31.5,0,70
2024-08-11,15,974.526,32,0,66
2024-08-11,16,991.336,32,0,64
2024-08-11,17,1012.898,31.8,0,64
2024-08-11,18,1054.726,31.7,0,66
2024-08-11,19,1070.508,31.1,0,67
2024-08-11,20,1072.288,30.5,0,69
2024-08-11,21,1050.196,28.6,0,79
2024-08-11,22,996.076,28.3,0,81
2024-08-11,23,929.05,28,0,81
2024-08-12,0,859.307,27.6,0,82
2024-08-12,1,790.757,27.3,0,83
2024-08-12,2,737.569,26.7,0,85
2024-08-12,3,702.157,26.7,0,86
2024-08-12,4,679.61,26.7,0,87
2024-08-12,5,672.052,25.8,0,91
2024-08-12,6,680.737,25.8,0,92
2024-08-12,7,717.868,28.5,0,78
2024-08-12,8,797.507,30.4,0,63
2024-08-12,9,895.587,30.8,0,67
2024-08-12,10,972.1,30.8,0,67
2024-08-12,11,1009.607,31.4,0,65
2024-08-12,12,1019.261,31.5,0,62
2024-08-12,13,1020.778,31.8,0,60
2024-08-12,14,1032.986,31.8,0,53
2024-08-12,15,1044.673,31,0,68
2024-08-12,16,1065.402,30.9,0,70
2024-08-12,17,1094.329,30.9,0,70
2024-08-12,18,1131.799,30.5,0,71
2024-08-12,19,1128.187,30.2,0,73
2024-08-12,20,1116.588,29.1,0,68
2024-08-12,21,1069.773,27.1,0,77
2024-08-12,22,996.415,26.7,0,60
2024-08-12,23,924.865,25.4,0,68
2024-08-13,0,853.175,26.5,0,56
2024-08-13,1,786.271,26.6,0,59
2024-08-13,2,737.072,26,0,59
2024-08-13,3,706.163,26.4,0,64
2024-08-13,4,685.152,26.1,0,78
2024-08-13,5,677.4,25.1,0,80
2024-08-13,6,688.299,26.1,0,79
2024-08-13,7,725.145,28.1,0,69
2024-08-13,8,800.254,29.4,0,68
2024-08-13,9,898.355,30,0,71
2024-08-13,10,962.508,30,0,72
2024-08-13,11,998.179,30.6,0,61
2024-08-13,12,1007.206,30.8,0,62
2024-08-13,13,997.005,31,0,64
2024-08-13,14,1016.67,30.8,0,61
2024-08-13,15,1030.654,30.6,0,66
2024-08-13,16,1044.269,30.7,0,64
2024-08-13,17,1073.096,29.4,0,72
2024-08-13,18,1095.989,29,0,73
2024-08-13,19,1089.558,29,0,75
2024-08-13,20,1088.655,28.7,0,77
2024-08-13,21,1060.959,27.7,0,80
2024-08-13,22,1001.415,27.1,0,81
2024-08-13,23,936.94,28.1,0,77
2024-08-14,0,871.644,27.9,0,76
2024-08-14,1,796.855,27.7,0,73
2024-08-14,2,746.103,27.3,0,79
2024-08-14,3,709.444,27.1,0,80
2024-08-14,4,686.974,26.4,0,81
2024-08-14,5,674.839,26,0,78
2024-08-14,6,687.932,26.3,0,79
2024-08-14,7,724.22,27.1,0,82
2024-08-14,8,791.686,26.5,0,73
2024-08-14,9,872.719,28.8,0,69
2024-08-14,10,968.972,29.4,0,74
2024-08-14,11,1012.089,30.8,0,69
2024-08-14,12,1059.186,29.2,0,75
2024-08-14,13,1051.629,28.9,0,77
2024-08-14,14,1029.398,29.4,0,76
2024-08-14,15,990.388,29.6,0,76
2024-08-14,16,991.474,30,0,68
2024-08-14,17,1036.343,29.7,0,76
2024-08-14,18,1060.166,29,0,76
2024-08-14,19,1052.422,29.2,0,74
2024-08-14,20,1059.138,28.5,0,74
2024-08-14,21,1028.921,28.4,0,78
2024-08-14,22,975.165,28,0,75
2024-08-14,23,917.383,27.4,0,78
2024-08-15,0,853.395,26.7,0,82
2024-08-15,1,786.076,28.4,0,81
2024-08-15,2,733.891,27,0,79
2024-08-15,3,698.199,26.1,0,85
2024-08-15,4,678.196,26.4,0,81
2024-08-15,5,668.403,26,0,81
2024-08-15,6,675.302,25.6,0,81
2024-08-15,7,693.465,26.7,0,76
2024-08-15,8,740.207,28.1,0,81
2024-08-15,9,800.346,29.5,0,75
2024-08-15,10,866.886,30.1,0,73
2024-08-15,11,940.385,29.4,0,79
2024-08-15,12,925.944,29.9,0,73
2024-08-15,13,933.035,30.1,0,71
2024-08-15,14,961.863,26.3,1,87
2024-08-15,15,954.768,24.8,26,94
2024-08-15,16,931.086,25.7,0.5,92
2024-08-15,17,928.01,26.7,0.5,88
2024-08-15,18,971.542,27,0,86
2024-08-15,19,988.965,26.8,0,88
2024-08-15,20,996.769,26.2,0,91
2024-08-15,21,973.968,25.8,0,93
2024-08-15,22,923.216,25.7,0,89
2024-08-15,23,868.265,25.7,0,85
2024-08-16,0,812.023,24.9,0,89
2024-08-16,1,747.877,25.7,0,89
2024-08-16,2,693.444,26.4,0,81
2024-08-16,3,662.482,25.3,0,88
2024-08-16,4,642.729,24.8,0.5,92
2024-08-16,5,637.929,24.9,0.5,92
2024-08-16,6,650.773,24.7,0,91
2024-08-16,7,687.902,25.1,0,91
2024-08-16,8,768.046,26.5,0,87
2024-08-16,9,846.223,27.4,0,82
2024-08-16,10,879.326,28.8,0,76
2024-08-16,11,919.178,28.7,0,76
2024-08-16,12,956.207,29.1,0,75
2024-08-16,13,980.075,29,0,79
2024-08-16,14,997.621,29.6,0,71
2024-08-16,15,979.311,30.3,0,71
2024-08-16,16,975.496,30.3,0,72
2024-08-16,17,1014.881,30.3,0,71
2024-08-16,18,1056.434,30,0,73
2024-08-16,19,1057.425,28.9,0,81
2024-08-16,20,1055.674,26.9,0,83
2024-08-16,21,1021.867,26.8,0,83
2024-08-16,22,961.05,26.7,0,86
2024-08-16,23,899.424,25.8,0,89
2024-08-17,0,837.784,25.6,0,89
2024-08-17,1,770.918,25.5,0,90
2024-08-17,2,719.203,25.4,0,89
2024-08-17,3,683.272,25.1,0,92
2024-08-17,4,658.736,25,0,90
2024-08-17,5,651.05,26.6,0,80
2024-08-17,6,661.792,27,0,79
2024-08-17,7,685.115,26.9,0,77
2024-08-17,8,724.879,28.7,0,73
2024-08-17,9,777.7,29.6,0,76
2024-08-17,10,846.87,30.3,0,73
2024-08-17,11,910.964,30.2,0,71
2024-08-17,12,962.265,29.1,0,79
2024-08-17,13,965.24,30.1,0,76
2024-08-17,14,920.96,32.1,0,63
2024-08-17,15,917.856,31.3,0,70
2024-08-17,16,928.856,30.9,0,73
2024-08-17,17,956.094,30.6,0,75
2024-08-17,18,1005.319,29.9,0,76
2024-08-17,19,1011.284,29.4,0,76
2024-08-17,20,1017.971,28.5,0,79
2024-08-17,21,992.936,28.5,0,81
2024-08-17,22,938.507,28.4,0,80
2024-08-17,23,879.661,26.5,0,83
2024-08-18,0,826.509,26.5,0,84
2024-08-18,1,757.066,25.8,0,87
2024-08-18,2,711.955,25.6,0,88
2024-08-18,3,679.786,26.5,0,86
2024-08-18,4,655.869,26.1,0,84
2024-08-18,5,647.551,26,0,81
2024-08-18,6,655.144,26.2,0,84
2024-08-18,7,673.346,27.7,0,82
2024-08-18,8,711.671,29.8,0,70
2024-08-18,9,767.415,30.3,0,64
2024-08-18,10,816.655,30.4,0,67
2024-08-18,11,869.679,31,0,70
2024-08-18,12,906.123,29.6,0,74
2024-08-18,13,903.282,29.6,0,74
2024-08-18,14,886.074,29.5,0,74
2024-08-18,15,917.353,29.2,0,75
2024-08-18,16,911.43,28.5,0,78
2024-08-18,17,914.829,29.9,0,74
2024-08-18,18,966.031,29.1,0,78
2024-08-18,19,983.209,28.6,0,79
2024-08-18,20,999.393,28.3,0,82
2024-08-18,21,981.27,27.6,0,80
2024-08-18,22,930.828,26.5,0,85
2024-08-18,23,876.103,26,0,88
2024-08-19,0,817.191,26.1,0,87
2024-08-19,1,751.491,25.6,0,90
2024-08-19,2,701.319,25.3,0,91
2024-08-19,3,669.001,24.7,0,93
2024-08-19,4,647.793,24.5,0,93
2024-08-19,5,643.882,24.3,0,93
2024-08-19,6,658.728,24.1,0,93
2024-08-19,7,697.961,26.1,0,84
2024-08-19,8,782.524,29.4,0,71
2024-08-19,9,883.11,29.3,0,68
2024-08-19,10,958.78,30.7,0,62
2024-08-19,11,993.294,31.6,0,63
2024-08-19,12,1010.523,32.6,0,67
2024-08-19,13,1020.088,33.4,0,63
2024-08-19,14,1048.473,33.7,0,63
2024-08-19,15,1055.602,32.9,0,60
2024-08-19,16,1074.522,34.3,0,60
2024-08-19,17,1101.963,31.6,0,70
2024-08-19,18,1126.03,30.1,0,81
2024-08-19,19,1110.914,29.6,0,84
2024-08-19,20,1113.777,29.3,0,84
2024-08-19,21,1077.055,29.3,0,83
2024-08-19,22,1009.094,28.5,0,77
2024-08-19,23,944.264,27.9,0,80
2024-08-20,0,876.327,27.1,0,84
2024-08-20,1,798.929,26.9,0,85
2024-08-20,2,741.591,26.3,0,89
2024-08-20,3,705.059,26.1,0,90
2024-08-20,4,682.425,25.9,0,91
2024-08-20,5,671.55,26.3,0,92
2024-08-20,6,682.623,26.8,0,87
2024-08-20,7,723.549,29.9,0,73
2024-08-20,8,806.411,31.3,0,66
2024-08-20,9,900.168,30.3,0,72
2024-08-20,10,996.351,32.2,0,62
2024-08-20,11,1050.539,30.8,0,74
2024-08-20,12,1079.08,30.1,0.5,78
2024-08-20,13,1052.839,29.6,0.5,83
2024-08-20,14,1068.191,30.7,0,77
2024-08-20,15,1075.251,31.2,0,77
2024-08-20,16,1075.507,31.5,0,73
2024-08-20,17,1087.74,30.5,0,81
2024-08-20,18,1104.635,29.4,1,87
2024-08-20,19,1093.314,28.6,1,89
2024-08-20,20,1096.069,28.9,1,87
2024-08-20,21,1058.049,29,0.5,87
2024-08-20,22,986.949,29.1,0,86
2024-08-20,23,913.377,28.3,0.5,86
2024-08-21,0,850.097,28.9,0,86
2024-08-21,1,783.935,29,0,85
2024-08-21,2,738.482,29,0,84
2024-08-21,3,702.471,28.9,0,85
2024-08-21,4,681.108,29.1,0,83
2024-08-21,5,673.173,28.9,0,83
2024-08-21,6,684.993,28.7,0,83
2024-08-21,7,726.729,29.3,0,81
2024-08-21,8,812.2,29.3,0,81
2024-08-21,9,910.025,30.9,0,75
2024-08-21,10,993.195,30.1,0,77
2024-08-21,11,1041.919,31.6,0,69
2024-08-21,12,1045.248,32.5,0,68
2024-08-21,13,1035.862,33.2,0,62
2024-08-21,14,1046.697,33.9,0,59
2024-08-21,15,1056.228,33.3,0,61
2024-08-21,16,1069.651,32.5,0,65
2024-08-21,17,1095.958,32.4,0,67
2024-08-21,18,1111.026,30.9,0,71
2024-08-21,19,1109.839,29.6,0,76
2024-08-21,20,1110.391,29.1,0,79
2024-08-21,21,1074.667,29.3,0,77
2024-08-21,22,1010.388,29.1,0,82
2024-08-21,23,943.158,28.8,0,83
2024-08-22,0,879.737,28.9,0,82
2024-08-22,1,806.84,29,0,82
2024-08-22,2,752.07,28.9,0,82
2024-08-22,3,717.674,29,0,80
2024-08-22,4,697.636,29.1,0,80
2024-08-22,5,684.003,29.2,0,79
2024-08-22,6,696.442,29,0,78
2024-08-22,7,736.949,29.8,0,75
2024-08-22,8,825.33,28.3,0,80
2024-08-22,9,927.24,31.3,0,70
2024-08-22,10,1020.665,27.1,5.5,89
2024-08-22,11,1062.719,29.3,0.5,83
2024-08-22,12,1040.14,29.5,1,87
2024-08-22,13,1040.473,29.6,0,81
2024-08-22,14,1068.583,30.2,0,77
2024-08-22,15,1058.858,30.1,0,78
2024-08-22,16,1064.575,30.3,0,74
2024-08-22,17,1087.209,29.4,0,80
2024-08-22,18,1101.718,29.7,0,79
2024-08-22,19,1093.054,29,0,82
2024-08-22,20,1095.076,27.7,1,89
2024-08-22,21,1059.335,27.7,0,90
2024-08-22,22,995.707,28.4,0,88
2024-08-22,23,931.104,28.4,0,87
2024-08-23,0,864.84,27.7,0,90
2024-08-23,1,795.575,27.6,0,91
2024-08-23,2,741.526,27.1,0,92
2024-08-23,3,706.62,26.8,0,93
2024-08-23,4,683.342,26.8,0,93
2024-08-23,5,672.278,26.9,0,93
2024-08-23,6,685.146,26.8,0,92
2024-08-23,7,720.424,27.3,0,91
2024-08-23,8,798.231,29.2,0,83
2024-08-23,9,898.313,29.5,0,78
2024-08-23,10,968.919,29.7,0,72
2024-08-23,11,1005.87,30.2,0,71
2024-08-23,12,1022.1,30.7,0,72
2024-08-23,13,1029.894,30.8,0,71
2024-08-23,14,1059.568,30.8,0,67
2024-08-23,15,1054.28,30.8,0,68
2024-08-23,16,1066.722,30.7,0,65
2024-08-23,17,1077.861,30.5,0,71
2024-08-23,18,1091.995,29.7,0,72
2024-08-23,19,1081.138,29.1,0,73
2024-08-23,20,1083.022,28.2,0,78
2024-08-23,21,1045.504,27.1,0,86
2024-08-23,22,984.423,26.5,0,88
2024-08-23,23,919.496,26.2,0,88
2024-08-24,0,856.109,25.8,0,88
2024-08-24,1,785.625,25.5,0,87
2024-08-24,2,732.037,25.3,0,85
2024-08-24,3,694.927,25.4,0,83
2024-08-24,4,669.516,25.3,0,85
2024-08-24,5,659.832,24.8,0,89
2024-08-24,6,670.26,24.8,0,90
2024-08-24,7,691.775,25.7,0,88
2024-08-24,8,728.305,28.8,0,70
2024-08-24,9,787.512,30.3,0,67
2024-08-24,10,862.172,30.2,0,68
2024-08-24,11,916.25,30.9,0,72
2024-08-24,12,931.867,31.5,0,70
2024-08-24,13,950.171,30.9,0,71
2024-08-24,14,957.639,30.4,0,71
2024-08-24,15,969.179,30.6,0,68
2024-08-24,16,977.708,30.7,0,68
2024-08-24,17,992.132,30.4,0,68
2024-08-24,18,1020.51,29.6,0,72
2024-08-24,19,1035.855,28.9,0,76
2024-08-24,20,1041.697,27.8,0,78
2024-08-24,21,1009.268,27.2,0,82
2024-08-24,22,956.748,27,0,84
2024-08-24,23,895.745,26.6,0,86
2024-08-25,0,840.062,26.2,0,87
2024-08-25,1,776.932,25.6,0,89
2024-08-25,2,725.752,25.4,0,90
2024-08-25,3,691.067,25.1,0,89
2024-08-25,4,667.284,25.1,0,90
2024-08-25,5,656.568,24.8,0,91
2024-08-25,6,663.531,25,0,90
2024-08-25,7,676.589,27,0,83
2024-08-25,8,708.608,28.6,0,74
2024-08-25,9,753.093,29.6,0,76
2024-08-25,10,808.456,29.7,0,74
2024-08-25,11,849.703,30.2,0,72
2024-08-25,12,877.656,30.5,0,75
2024-08-25,13,904.179,31.1,0,69
2024-08-25,14,915.196,31.1,0,68
2024-08-25,15,912.141,31.2,0,67
2024-08-25,16,923.394,31.4,0,64
2024-08-25,17,950.869,30.1,0,69
2024-08-25,18,1002.524,30.1,0,70
2024-08-25,19,1021.414,28.8,0,76
2024-08-25,20,1029.466,27.9,0,82
2024-08-25,21,998.55,26.7,0,87
2024-08-25,22,938.097,26.1,0,89
2024-08-25,23,868.584,25.8,0,89
2024-08-26,0,807.96,25.7,0,90
2024-08-26,1,746.072,25.6,0,91
2024-08-26,2,699.243,26,0,90
2024-08-26,3,670.164,25.3,0,89
2024-08-26,4,649.181,24.5,0,90
2024-08-26,5,643.115,24.3,0,90
2024-08-26,6,656.14,24.3,0,88
2024-08-26,7,685.699,25.3,0,88
2024-08-26,8,763.307,28.5,0,77
2024-08-26,9,863.932,29.6,0,73
2024-08-26,10,938.025,30.2,0,72
2024-08-26,11,980.474,29.5,0,75
2024-08-26,12,996.079,30.3,0,75
2024-08-26,13,997.294,30.6,0,73
2024-08-26,14,1031.252,31.1,0,73
2024-08-26,15,1049.179,30.4,0,74
2024-08-26,16,1050.86,29.4,0,78
2024-08-26,17,1068.161,29.6,0,77
2024-08-26,18,1090.721,29,0,81
2024-08-26,19,1087.283,28.9,0,76
2024-08-26,20,1087.503,28.4,0,78
2024-08-26,21,1045.121,27.2,0,86
2024-08-26,22,974.035,27,0,85
2024-08-26,23,901.229,26.5,0,87
2024-08-27,0,835.232,26,0,91
2024-08-27,1,768.2,25.9,0,88
2024-08-27,2,717.55,25.2,0,90
2024-08-27,3,683.647,24.9,0,93
2024-08-27,4,660.633,25.5,0,79
2024-08-27,5,655.497,26.1,0,81
2024-08-27,6,668.371,25.9,0,79
2024-08-27,7,707.798,26.6,0,78
2024-08-27,8,782.001,28.3,0,71
2024-08-27,9,880.638,29.3,0,77
2024-08-27,10,961.332,29.7,0,77
2024-08-27,11,1000.787,29.9,0,79
2024-08-27,12,1025.52,30.5,0,77
2024-08-27,13,1026.299,30,0,80
2024-08-27,14,1055.24,29.5,0,82
2024-08-27,15,1070.555,29.1,0,86
2024-08-27,16,1065.86,29,1.5,92
2024-08-27,17,1083.162,28.8,0.5,89
2024-08-27,18,1103.476,28.7,0,90
2024-08-27,19,1095.826,28.6,0,89
2024-08-27,20,1100.255,28.8,0,86
2024-08-27,21,1058.549,28.7,0,86
2024-08-27,22,995.127,28.5,0,84
2024-08-27,23,925.079,28.2,0,83
2024-08-28,0,855.517,28.2,0,84
2024-08-28,1,784.328,27.7,0,88
2024-08-28,2,738.255,27.5,0,84
2024-08-28,3,700.562,27.4,0,82
2024-08-28,4,681.369,27.3,0,86
2024-08-28,5,671.557,27.1,0,87
2024-08-28,6,683.818,27,0,85
2024-08-28,7,719.058,27.1,0,86
2024-08-28,8,801.085,27.3,0,85
2024-08-28,9,885.687,27.4,0,85
2024-08-28,10,963.166,27.8,0,82
2024-08-28,11,993.422,27.7,0,83
2024-08-28,12,982.414,28.6,0,79
2024-08-28,13,966.571,28.4,0,78
2024-08-28,14,987.853,28.9,0,74
2024-08-28,15,999.895,28.8,0,77
2024-08-28,16,1000.827,28.6,0,77
2024-08-28,17,1004.252,28.2,0,78
2024-08-28,18,1014.494,28.1,0,79
2024-08-28,19,1015.532,28.1,0,78
2024-08-28,20,1023.835,27.6,0,80
2024-08-28,21,994.703,27,0,83
2024-08-28,22,941.838,26.6,0,83
2024-08-28,23,879.938,26.5,0,83
2024-08-29,0,817.427,26.7,0,83
2024-08-29,1,750.936,26.9,0,82
2024-08-29,2,702.843,26.9,0,81
2024-08-29,3,672.784,27.1,0,80
2024-08-29,4,649.433,27.1,0,80
2024-08-29,5,640.811,26.6,0,82
2024-08-29,6,653.168,27.2,0,79
2024-08-29,7,689.212,27.2,0,80
2024-08-29,8,771.206,27.5,0,77
2024-08-29,9,845.592,28.9,0,72
2024-08-29,10,910.65,29.4,0,72
2024-08-29,11,914.496,30.5,0,66
2024-08-29,12,946.927,30.9,0,66
2024-08-29,13,926.221,31.3,0,66
2024-08-29,14,935.577,31.5,0,61
2024-08-29,15,960.331,30.5,0,68
2024-08-29,16,980.102,29.9,0,71
2024-08-29,17,1021.991,29.5,0,73
2024-08-29,18,1049.27,29.3,0,75
2024-08-29,19,1053.514,29,0,80
2024-08-29,20,1060.782,29,0,78
2024-08-29,21,1027.849,29.1,0,78
2024-08-29,22,970.327,28.8,0,79
2024-08-29,23,906.769,28.4,0,80
2024-08-30,0,842.148,28.4,0,79
2024-08-30,1,770.678,28.3,0,79
2024-08-30,2,718.153,28.2,0,79
2024-08-30,3,680.961,26.7,0,84
2024-08-30,4,656.114,26.2,0,88
2024-08-30,5,649.941,25.6,0,89
2024-08-30,6,661.156,27.6,0,80
2024-08-30,7,701.013,27.8,0,79
2024-08-30,8,775.643,28.9,0,74
2024-08-30,9,850.861,29.6,0,71
2024-08-30,10,906.77,30.6,0,71
2024-08-30,11,930.37,29.9,0,68
2024-08-30,12,938.569,29.7,0,68
2024-08-30,13,931.738,29.8,0,67
2024-08-30,14,957.13,29.9,0,69
2024-08-30,15,973.462,29.9,0,67
2024-08-30,16,987.378,29.8,0,67
2024-08-30,17,1020.082,29.5,0,67
2024-08-30,18,1052.405,28.7,0,74
2024-08-30,19,1042.778,27.9,0,79
2024-08-30,20,1040.079,27.5,0,80
2024-08-30,21,1003.615,27.3,0,82
2024-08-30,22,945.752,27,0,79
2024-08-30,23,886.102,26.8,0,77
2024-08-31,0,826.695,26.6,0,78
2024-08-31,1,757.639,26.6,0,74
2024-08-31,2,708.801,26.3,0,72
2024-08-31,3,674.124,25.9,0,72
2024-08-31,4,645.747,26,0,72
2024-08-31,5,635.613,25.1,0,68
2024-08-31,6,643.493,24.9,0,69
2024-08-31,7,654.568,25.6,0,70
2024-08-31,8,677.702,27,0,68
2024-08-31,9,712.664,28.2,0,65
2024-08-31,10,763.687,28,0,66
2024-08-31,11,796.179,28.8,0,62
2024-08-31,12,807.112,30.4,0,60
2024-08-31,13,812.642,31.1,0,58
2024-08-31,14,825.37,30.8,0,61
2024-08-31,15,846.414,31.2,0,61
2024-08-31,16,873.186,29.8,0,61
2024-08-31,17,910.956,28.9,0,63
2024-08-31,18,957.31,28.1,0,68
2024-08-31,19,970.579,27.1,0,72
2024-08-31,20,969.65,26.7,0,67
2024-08-31,21,935.302,24.3,0,82
2024-08-31,22,880.648,23.7,0,85
2024-08-31,23,825.065,23.3,0,84
2024-09-01,0,771.321,23.2,0,84
2024-09-01,1,712.375,23.2,0,84
2024-09-01,2,667.491,23.4,0,84
2024-09-01,3,637.444,23.6,0,85
2024-09-01,4,618.703,23.7,0,86
2024-09-01,5,614.649,23.4,0,85
2024-09-01,6,623.454,23.2,0,83
2024-09-01,7,634.644,24.1,0,81
2024-09-01,8,651.368,26.7,0,76
2024-09-01,9,685.502,28.8,0,64
2024-09-01,10,731.665,29.1,0,62
2024-09-01,11,772.078,29.5,0,59
2024-09-01,12,792.248,29.8,0,58
2024-09-01,13,807.694,31.6,0,58
2024-09-01,14,836.226,29.7,0,61
2024-09-01,15,860.835,29.8,0,62
2024-09-01,16,875.045,28.9,0,65
2024-09-01,17,893.199,29.8,0,64
2024-09-01,18,923.093,29,0,68
2024-09-01,19,943.243,27.7,0,70
2024-09-01,20,954.276,25.8,0,77
2024-09-01,21,922.65,24.9,0,80
2024-09-01,22,868.326,24.5,0,81
2024-09-01,23,807.122,24.1,0,82
2024-09-02,0,752.591,23.7,0,84
2024-09-02,1,695.458,23.7,0,84
2024-09-02,2,650.582,23.5,0,83
2024-09-02,3,622.676,23.3,0,83
2024-09-02,4,606.305,22.5,0,88
2024-09-02,5,602.11,22.5,0,88
